node	Loc	RTM184V
GU253416	South Africa	sensitive
node_823	South Africa	sensitive
node_825	South Africa	sensitive
node_827	South Africa	sensitive
node_874	South Africa	sensitive
node_885	Central Africa	sensitive
node_888	Horn of Africa	sensitive
node_890	Central Africa	sensitive
HM119768	Central Africa	sensitive
BD437615	South Africa	sensitive
AY162223	South Africa	sensitive
EF602191	South Africa	sensitive
EF602172	South Africa	sensitive
node_925	Southern Africa ex SA	sensitive
node_926	Southern Africa ex SA	sensitive
FJ878940	Asia	sensitive
HM120108	Central Africa	sensitive
AF286231	Asia	sensitive
node_938	Asia	sensitive
DQ878534	Europe	resistant
node_957	Europe	sensitive
AY829311	Southern Africa ex SA	sensitive
AF443111	Southern Africa ex SA	sensitive
node_982	Central Africa	sensitive
node_1022	Central Africa	sensitive
node_1040	Central Africa	sensitive
node_1093	Central Africa	sensitive
HM119780	Central Africa	sensitive
node_1100	Central Africa	sensitive
node_1104	East Africa	sensitive
node_1117	Central Africa	sensitive
node_1119	Central Africa	sensitive
node_1140	Central Africa	sensitive
node_1965	Central Africa	sensitive
node_1973	Central Africa	sensitive
node_1987	Central Africa	sensitive
node_1988	Central Africa	sensitive
node_1994	Central Africa	sensitive
node_1997	Central Africa	sensitive
FJ199759	South Africa	sensitive
node_2003	Central Africa	sensitive
node_2010	Central Africa	sensitive
node_2011	Central Africa	sensitive
node_2019	Central Africa	sensitive
node_2025	Central Africa	sensitive
node_2032	Central Africa	sensitive
node_2033	Central Africa	sensitive
node_2036	Central Africa	sensitive
node_2040	Central Africa	sensitive
KM050468	Central Africa	sensitive
node_2047	Central Africa	sensitive
node_2145	Central Africa	sensitive
node_3589	Central Africa	sensitive
AY196512	South Africa	sensitive
node_334	South Africa	sensitive
AY137001	South Africa	sensitive
GQ433879	Central Africa	sensitive
AY253310	East Africa	sensitive
node_346	Central Africa	sensitive
node_354	South Africa	sensitive
node_356	South Africa	sensitive
node_360	South Africa	sensitive
node_375	South Africa	sensitive
DQ396369	South Africa	sensitive
FJ199561	South Africa	sensitive
FJ199544	South Africa	sensitive
AY463218	South Africa	sensitive
GQ399364	Europe	sensitive
JN687654	South Africa	sensitive
node_460	Southern Africa ex SA	sensitive
node_466	Southern Africa ex SA	sensitive
AY589924	South Africa	sensitive
node_495	South Africa	sensitive
node_495	Southern Africa ex SA	
node_500	Central Africa	sensitive
node_501	Central Africa	sensitive
GQ433841	Central Africa	sensitive
node_517	Central Africa	sensitive
FM251950	Asia	sensitive
FM251949	Asia	sensitive
node_526	Central Africa	sensitive
node_530	South Africa	sensitive
node_538	Central Africa	sensitive
node_551	Central Africa	sensitive
node_561	Central Africa	sensitive
node_562	Central Africa	sensitive
node_565	Central Africa	sensitive
node_574	Central Africa	sensitive
node_578	Central Africa	sensitive
node_589	Central Africa	sensitive
node_592	Central Africa	sensitive
node_592	South Africa	
node_593	Central Africa	sensitive
AY734550	East Africa	sensitive
AY017452	Europe	sensitive
EF602622	Southern Africa ex SA	sensitive
AY463229	South Africa	sensitive
GU253418	South Africa	sensitive
node_601	South Africa	sensitive
AY043174	South Africa	sensitive
node_603	South Africa	sensitive
AY165226	Europe	sensitive
node_609	Southern Africa ex SA	sensitive
AF443105	Southern Africa ex SA	sensitive
AF443083	Southern Africa ex SA	sensitive
EU152436	South Africa	sensitive
EU152435	South Africa	sensitive
node_770	South Africa	sensitive
node_822	South Africa	sensitive
DQ093592	South Africa	sensitive
node_824	South Africa	sensitive
DQ011166	South Africa	sensitive
AY136960	South Africa	sensitive
node_869	South Africa	sensitive
node_873	South Africa	sensitive
node_880	Central Africa	sensitive
node_884	Central Africa	sensitive
node_886	Horn of Africa	sensitive
node_887	Horn of Africa	sensitive
GQ399711	Europe	sensitive
HM119792	Central Africa	sensitive
node_923	Southern Africa ex SA	sensitive
node_924	Southern Africa ex SA	sensitive
AY829332	Southern Africa ex SA	sensitive
AY829318	Southern Africa ex SA	sensitive
node_935	Asia	sensitive
node_937	Asia	sensitive
HM191552	Europe	sensitive
node_956	Europe	sensitive
node_976	Central Africa	sensitive
node_981	Central Africa	sensitive
node_984	Central Africa	sensitive
node_1021	Central Africa	sensitive
node_1036	Central Africa	sensitive
node_1039	Central Africa	sensitive
HM119666	Central Africa	sensitive
node_1092	Central Africa	sensitive
node_1098	Central Africa	sensitive
node_1099	Central Africa	sensitive
KX907392	East Africa	sensitive
AY253317	East Africa	sensitive
HM119800	Central Africa	sensitive
node_1116	Central Africa	sensitive
AY589901	South Africa	sensitive
GQ427115	Central Africa	sensitive
node_1128	Central Africa	sensitive
node_1139	Central Africa	sensitive
node_1156	Central Africa	sensitive
node_1964	Central Africa	sensitive
node_1970	Central Africa	sensitive
node_1972	Central Africa	sensitive
node_1981	Central Africa	sensitive
node_1986	Central Africa	sensitive
EF602239	South Africa	sensitive
GQ427125	Central Africa	sensitive
KM050008	Central Africa	sensitive
node_1993	Central Africa	sensitive
HM119677	Central Africa	sensitive
node_1996	Central Africa	sensitive
node_2002	Central Africa	sensitive
FJ445713	Southern Africa ex SA	sensitive
node_2008	Central Africa	sensitive
node_2009	Central Africa	sensitive
KM050685	Central Africa	sensitive
HM120120	Central Africa	sensitive
node_2016	Central Africa	sensitive
node_2018	Central Africa	sensitive
node_2023	Central Africa	sensitive
node_2024	Central Africa	sensitive
node_2030	Central Africa	sensitive
node_2031	Central Africa	sensitive
AM071439	Southern Africa ex SA	sensitive
GQ427113	Central Africa	sensitive
node_2035	Central Africa	sensitive
HM119805	Central Africa	sensitive
node_2037	Central Africa	sensitive
node_2037	South Africa	
node_2037	Southern Africa ex SA	
node_2039	Central Africa	sensitive
node_2043	Central Africa	sensitive
node_2046	Central Africa	sensitive
node_2122	Central Africa	sensitive
node_2144	Central Africa	sensitive
node_2863	Central Africa	sensitive
node_3588	Central Africa	sensitive
node_321	South Africa	sensitive
node_333	South Africa	sensitive
GQ433848	Central Africa	sensitive
JN687648	South Africa	sensitive
AY463219	South Africa	sensitive
GQ999980	South Africa	sensitive
AY463217	South Africa	sensitive
node_355	South Africa	sensitive
AY901977	South Africa	sensitive
node_359	South Africa	sensitive
node_363	South Africa	sensitive
node_374	South Africa	sensitive
node_450	Southern Africa ex SA	sensitive
node_459	Southern Africa ex SA	sensitive
AY756847	Southern Africa ex SA	sensitive
node_465	Southern Africa ex SA	sensitive
node_488	South Africa	sensitive
node_488	Southern Africa ex SA	
node_494	South Africa	sensitive
node_494	Southern Africa ex SA	
KM050673	Central Africa	sensitive
KM050674	Central Africa	sensitive
AY878064	South Africa	sensitive
HM119820	Central Africa	sensitive
node_512	Central Africa	sensitive
node_516	Central Africa	sensitive
node_523	Central Africa	sensitive
node_525	Central Africa	sensitive
node_527	South Africa	sensitive
node_529	South Africa	sensitive
node_537	Central Africa	sensitive
KM050114	Central Africa	sensitive
node_539	Central Africa	sensitive
node_550	Central Africa	sensitive
node_550	South Africa	
node_560	Central Africa	sensitive
GU199580	Southern Africa ex SA	sensitive
AM071450	Southern Africa ex SA	sensitive
EU251753	East Africa	sensitive
GU199544	Southern Africa ex SA	sensitive
node_564	Central Africa	sensitive
node_572	Central Africa	sensitive
node_573	Central Africa	sensitive
AY829334	Southern Africa ex SA	sensitive
node_577	Central Africa	sensitive
node_585	Central Africa	sensitive
node_588	Central Africa	sensitive
node_588	East Africa	
AY136963	South Africa	sensitive
node_591	South Africa	sensitive
HM119942	Central Africa	sensitive
KM050639	Central Africa	sensitive
AY136986	South Africa	sensitive
node_600	South Africa	sensitive
KU749412	Asia	sensitive
KU168308	South Africa	sensitive
AY829309	Southern Africa ex SA	sensitive
node_608	Southern Africa ex SA	sensitive
node_726	South Africa	sensitive
node_769	South Africa	sensitive
node_788	South Africa	sensitive
node_821	South Africa	sensitive
DQ396372	South Africa	sensitive
EU244689	South Africa	sensitive
node_865	South Africa	sensitive
node_868	South Africa	sensitive
node_871	South Africa	sensitive
node_872	South Africa	sensitive
node_879	Central Africa	sensitive
HM119845	Central Africa	sensitive
node_883	Central Africa	sensitive
KM050740	Central Africa	sensitive
AY789992	Horn of Africa	sensitive
MF373164	Europe	sensitive
AF447850	Horn of Africa	sensitive
AY713415	Horn of Africa	sensitive
node_918	Southern Africa ex SA	sensitive
node_922	Southern Africa ex SA	sensitive
AY829330	Southern Africa ex SA	sensitive
AF443109	Southern Africa ex SA	sensitive
node_932	Asia	sensitive
node_934	Asia	sensitive
FJ878942	Asia	sensitive
node_936	Asia	sensitive
HM191554	Europe	sensitive
HM191553	Europe	sensitive
node_972	Central Africa	sensitive
node_975	Central Africa	sensitive
node_979	Central Africa	sensitive
node_980	Central Africa	sensitive
GQ433893	Central Africa	sensitive
node_983	Central Africa	sensitive
node_989	Central Africa	sensitive
node_1020	Central Africa	sensitive
node_1025	Central Africa	sensitive
node_1035	Central Africa	sensitive
node_1037	Central Africa	sensitive
node_1038	Central Africa	sensitive
node_1085	Central Africa	sensitive
node_1091	Central Africa	sensitive
node_1096	Central Africa	sensitive
node_1097	Central Africa	sensitive
KX907413	East Africa	sensitive
KM050176	Central Africa	sensitive
node_1112	Central Africa	sensitive
node_1115	Central Africa	sensitive
node_1122	Central Africa	sensitive
node_1127	Central Africa	sensitive
node_1133	Central Africa	sensitive
node_1138	Central Africa	sensitive
node_1148	Central Africa	sensitive
node_1155	Central Africa	sensitive
node_1949	Central Africa	sensitive
node_1963	Horn of Africa	sensitive
node_1968	Central Africa	sensitive
node_1969	Central Africa	sensitive
DQ275664	South Africa	sensitive
node_1971	Central Africa	sensitive
node_1978	Central Africa	sensitive
node_1980	Central Africa	sensitive
node_1980	South Africa	
node_1984	Southern Africa ex SA	sensitive
node_1985	Central Africa	sensitive
HM120001	Central Africa	sensitive
KM050150	Central Africa	sensitive
HM119857	Central Africa	sensitive
node_1995	Central Africa	sensitive
node_2001	Central Africa	sensitive
HM119750	Central Africa	sensitive
node_2006	Southern Africa ex SA	sensitive
node_2007	Central Africa	sensitive
AY137000	South Africa	sensitive
KM050704	Central Africa	sensitive
node_2014	Central Africa	sensitive
node_2015	Central Africa	sensitive
AY589893	South Africa	resistant
node_2017	Central Africa	sensitive
node_2021	Central Africa	sensitive
node_2022	Central Africa	sensitive
KM050264	Central Africa	sensitive
KM050265	Central Africa	sensitive
node_2029	Central Africa	sensitive
AY589907	South Africa	resistant
KU749416	South Africa	sensitive
KM050085	Central Africa	sensitive
GU199556	Southern Africa ex SA	sensitive
KM049919	Central Africa	sensitive
FJ445730	Southern Africa ex SA	sensitive
KC156123	South Africa	sensitive
KM050739	Central Africa	sensitive
node_2038	Central Africa	sensitive
GQ433883	Central Africa	sensitive
GQ433882	Central Africa	sensitive
HM120111	Central Africa	sensitive
node_2045	Central Africa	sensitive
node_2056	Central Africa	sensitive
node_2121	Central Africa	sensitive
node_2132	Central Africa	sensitive
node_2143	Central Africa	sensitive
node_2307	Central Africa	sensitive
node_2862	Central Africa	sensitive
node_2902	Central Africa	sensitive
node_3587	Central Africa	sensitive
node_311	South Africa	sensitive
node_320	South Africa	sensitive
node_323	South Africa	sensitive
node_332	South Africa	sensitive
DQ396367	South Africa	sensitive
AY196511	South Africa	sensitive
EU152430	South Africa	sensitive
AY136965	South Africa	sensitive
AY136962	South Africa	sensitive
node_362	South Africa	sensitive
node_372	South Africa	sensitive
node_373	South Africa	sensitive
EF602586	Southern Africa ex SA	sensitive
node_449	Southern Africa ex SA	sensitive
node_457	Southern Africa ex SA	sensitive
node_458	Southern Africa ex SA	sensitive
node_461	Southern Africa ex SA	sensitive
node_464	Southern Africa ex SA	sensitive
node_487	South Africa	sensitive
node_487	Southern Africa ex SA	
GU324885	Europe	sensitive
node_489	South Africa	sensitive
node_489	Southern Africa ex SA	
node_493	South Africa	sensitive
node_511	Central Africa	sensitive
KM050032	Central Africa	sensitive
node_513	Central Africa	sensitive
node_515	Central Africa	sensitive
node_515	Europe	
JN687642	South Africa	sensitive
FR666617	Central Africa	sensitive
AY756833	Southern Africa ex SA	sensitive
node_524	Central Africa	sensitive
EF602199	South Africa	sensitive
AY585266	South Africa	sensitive
AY901981	South Africa	sensitive
node_528	South Africa	sensitive
node_536	Central Africa	sensitive
GU253417	South Africa	sensitive
GU326106	Europe	sensitive
HM119691	Central Africa	sensitive
node_548	Central Africa	sensitive
node_548	South Africa	
node_549	Central Africa	sensitive
node_549	South Africa	
node_559	Central Africa	sensitive
AY492764	East Africa	sensitive
GU253419	South Africa	sensitive
KM050726	Central Africa	sensitive
node_570	Central Africa	sensitive
node_571	Central Africa	sensitive
EU251826	East Africa	sensitive
DQ275660	South Africa	sensitive
HM120056	Central Africa	sensitive
HM119704	Central Africa	sensitive
node_580	Central Africa	sensitive
node_584	Central Africa	sensitive
node_586	Central Africa	sensitive
node_586	East Africa	
node_586	South Africa	
node_586	Southern Africa ex SA	
node_587	East Africa	sensitive
DQ351227	South Africa	sensitive
FJ199586	South Africa	sensitive
FJ199738	South Africa	sensitive
GQ999988	South Africa	sensitive
AF443108	Southern Africa ex SA	sensitive
AF457054	East Africa	sensitive
node_713	South Africa	sensitive
node_725	South Africa	sensitive
node_734	South Africa	sensitive
node_768	South Africa	sensitive
node_775	South Africa	sensitive
node_787	South Africa	sensitive
node_804	South Africa	sensitive
node_820	South Africa	sensitive
node_861	South Africa	sensitive
node_864	South Africa	sensitive
EU854540	South Africa	resistant
node_867	South Africa	sensitive
AY878057	South Africa	sensitive
node_870	South Africa	sensitive
DQ978981	South Africa	sensitive
DQ093596	South Africa	sensitive
node_877	Central Africa	sensitive
node_878	Central Africa	sensitive
node_882	Central Africa	sensitive
EF602605	Southern Africa ex SA	sensitive
AY829310	Southern Africa ex SA	sensitive
node_917	Southern Africa ex SA	sensitive
node_920	Southern Africa ex SA	sensitive
node_921	Southern Africa ex SA	sensitive
node_930	Asia	sensitive
node_931	Asia	sensitive
node_933	Asia	sensitive
DQ826653	Asia	sensitive
EU158869	Asia	sensitive
FJ878968	Asia	sensitive
node_969	Central Africa	sensitive
node_971	Central Africa	sensitive
HM119604	Central Africa	sensitive
node_974	Central Africa	sensitive
KM050000	Central Africa	sensitive
node_978	Central Africa	sensitive
GQ433816	Central Africa	sensitive
HM119756	Central Africa	sensitive
